level_0,level_1,correlation
perspective_to_reconciliation__rate,D_to_D__rate,0.2698750775280781
perspective_to_reconciliation__rate,D_to_E__rate,0.09844776341779761
perspective_to_reconciliation__rate,E_to_D__rate,0.11105376676881877
perspective_to_reconciliation__rate,E_to_E__rate,-0.019440635047607152
perspective_to_reconciliation__rate,perspective_to_reconciliation__rate,1.0
perspective_to_reconciliation__rate,question_to_subgoal__rate,0.04354658307058185
perspective_to_reconciliation__rate,perspective_to_verification__rate,0.06411011766537368
perspective_to_reconciliation__rate,conflict_to_verification__rate,0.013318441994121022
perspective_to_reconciliation__rate,conflict_to_reconciliation__rate,0.2193309599473461
perspective_to_reconciliation__rate,verification_to_backtracking__rate,-0.007166894391885396
perspective_to_reconciliation__rate,backtracking_to_subgoal__rate,-0.004145362811448538
perspective_to_reconciliation__rate,reconciliation_to_verification__rate,0.09533620234144366
perspective_to_reconciliation__rate,conflict_verification_backtracking__rate,0.004126152989007013
perspective_to_reconciliation__rate,verification_backtracking_subgoal__rate,-0.01971777355708187
perspective_to_reconciliation__rate,perspective_conflict_reconciliation__rate,0.08566959014936334
perspective_to_reconciliation__rate,conflict_reconciliation_verification__rate,0.05078663119386219
perspective_to_reconciliation__rate,motif__question_to_subgoal__rate,0.04354658307058185
perspective_to_reconciliation__rate,motif__perspective_to_verification__rate,0.06411011766537368
perspective_to_reconciliation__rate,motif__conflict_to_verification__rate,0.013318441994121022
perspective_to_reconciliation__rate,motif__conflict_to_reconciliation__rate,0.2193309599473461
perspective_to_reconciliation__rate,motif__verification_to_backtracking__rate,-0.007166894391885396
perspective_to_reconciliation__rate,motif__backtracking_to_subgoal__rate,-0.004145362811448538
perspective_to_reconciliation__rate,motif__reconciliation_to_verification__rate,0.09533620234144366
perspective_to_reconciliation__rate,motif__conflict_verification_backtracking__rate,0.004126152989007013
perspective_to_reconciliation__rate,motif__verification_backtracking_subgoal__rate,-0.01971777355708187
perspective_to_reconciliation__rate,motif__perspective_conflict_reconciliation__rate,0.08566959014936334
perspective_to_reconciliation__rate,motif__conflict_reconciliation_verification__rate,0.05078663119386219
question_to_subgoal__rate,Question_and_Answering__rate,0.3833893413396383
question_to_subgoal__rate,Perspective_Shift__rate,0.17147080924690417
question_to_subgoal__rate,Conflict_of_Perspectives__rate,0.05096711802311291
question_to_subgoal__rate,Reconciliation__rate,0.04252180795148488
question_to_subgoal__rate,verification__rate,-0.06353232353604203
question_to_subgoal__rate,backtracking__rate,-0.009203948475390477
question_to_subgoal__rate,subgoal__rate,0.24270432449297027
question_to_subgoal__rate,backward_chaining__rate,-0.04192377320942313
question_to_subgoal__rate,D_to_D__rate,0.31200243740436573
question_to_subgoal__rate,D_to_E__rate,0.25572941050285264
question_to_subgoal__rate,E_to_D__rate,0.18851067009767916
question_to_subgoal__rate,E_to_E__rate,0.06473692810396076
question_to_subgoal__rate,perspective_to_reconciliation__rate,0.04354658307058185
question_to_subgoal__rate,question_to_subgoal__rate,1.0
question_to_subgoal__rate,perspective_to_verification__rate,0.03927146195565954
question_to_subgoal__rate,conflict_to_verification__rate,-0.052492668843773245
question_to_subgoal__rate,conflict_to_reconciliation__rate,0.025782140607578014
question_to_subgoal__rate,verification_to_backtracking__rate,-0.04219143933704985
question_to_subgoal__rate,backtracking_to_subgoal__rate,0.03129682906213349
question_to_subgoal__rate,reconciliation_to_verification__rate,-0.04575269862850825
question_to_subgoal__rate,conflict_verification_backtracking__rate,-0.028291564275259737
question_to_subgoal__rate,verification_backtracking_subgoal__rate,-0.0068530226409315755
question_to_subgoal__rate,perspective_conflict_reconciliation__rate,0.04152534188627094
question_to_subgoal__rate,conflict_reconciliation_verification__rate,-0.015945295113994975
question_to_subgoal__rate,motif__question_to_subgoal__rate,1.0
question_to_subgoal__rate,motif__perspective_to_verification__rate,0.03927146195565954
question_to_subgoal__rate,motif__conflict_to_verification__rate,-0.052492668843773245
question_to_subgoal__rate,motif__conflict_to_reconciliation__rate,0.025782140607578014
question_to_subgoal__rate,motif__verification_to_backtracking__rate,-0.04219143933704985
question_to_subgoal__rate,motif__backtracking_to_subgoal__rate,0.03129682906213349
question_to_subgoal__rate,motif__reconciliation_to_verification__rate,-0.04575269862850825
question_to_subgoal__rate,motif__conflict_verification_backtracking__rate,-0.028291564275259737
question_to_subgoal__rate,motif__verification_backtracking_subgoal__rate,-0.0068530226409315755
question_to_subgoal__rate,motif__perspective_conflict_reconciliation__rate,0.04152534188627094
question_to_subgoal__rate,motif__conflict_reconciliation_verification__rate,-0.015945295113994975
perspective_to_verification__rate,Question_and_Answering__rate,0.09655506837047227
perspective_to_verification__rate,Perspective_Shift__rate,0.3381627551923503
perspective_to_verification__rate,Conflict_of_Perspectives__rate,0.2474387577172761
perspective_to_verification__rate,Reconciliation__rate,0.005351251193533203
perspective_to_verification__rate,verification__rate,0.45066988937098057
perspective_to_verification__rate,backtracking__rate,0.17682635968586946
perspective_to_verification__rate,subgoal__rate,-0.03599970071871946
perspective_to_verification__rate,backward_chaining__rate,0.008573341167817092
perspective_to_verification__rate,D_to_D__rate,0.37751952776389697
perspective_to_verification__rate,D_to_E__rate,0.6598132983828462
perspective_to_verification__rate,E_to_D__rate,0.5909696015356526
perspective_to_verification__rate,E_to_E__rate,0.3271666465050589
perspective_to_verification__rate,perspective_to_reconciliation__rate,0.06411011766537368
perspective_to_verification__rate,question_to_subgoal__rate,0.03927146195565954
perspective_to_verification__rate,perspective_to_verification__rate,1.0
perspective_to_verification__rate,conflict_to_verification__rate,0.14529459110558987
perspective_to_verification__rate,conflict_to_reconciliation__rate,0.02208551346625394
perspective_to_verification__rate,verification_to_backtracking__rate,0.15864292419567144
perspective_to_verification__rate,backtracking_to_subgoal__rate,0.08824023115820687
perspective_to_verification__rate,reconciliation_to_verification__rate,0.09024628194546618
perspective_to_verification__rate,conflict_verification_backtracking__rate,0.09317165913427501
perspective_to_verification__rate,verification_backtracking_subgoal__rate,0.048448233572868996
perspective_to_verification__rate,perspective_conflict_reconciliation__rate,0.13425189666331888
perspective_to_verification__rate,conflict_reconciliation_verification__rate,0.07594913112446013
perspective_to_verification__rate,motif__question_to_subgoal__rate,0.03927146195565953
perspective_to_verification__rate,motif__perspective_to_verification__rate,1.0
perspective_to_verification__rate,motif__conflict_to_verification__rate,0.14529459110558987
perspective_to_verification__rate,motif__conflict_to_reconciliation__rate,0.02208551346625394
perspective_to_verification__rate,motif__verification_to_backtracking__rate,0.15864292419567144
perspective_to_verification__rate,motif__backtracking_to_subgoal__rate,0.08824023115820687
perspective_to_verification__rate,motif__reconciliation_to_verification__rate,0.09024628194546618
perspective_to_verification__rate,motif__conflict_verification_backtracking__rate,0.09317165913427501
perspective_to_verification__rate,motif__verification_backtracking_subgoal__rate,0.048448233572868996
perspective_to_verification__rate,motif__perspective_conflict_reconciliation__rate,0.13425189666331888
perspective_to_verification__rate,motif__conflict_reconciliation_verification__rate,0.07594913112446013
conflict_to_verification__rate,Question_and_Answering__rate,-0.01302886546225444
conflict_to_verification__rate,Perspective_Shift__rate,-0.002754144615772373
conflict_to_verification__rate,Conflict_of_Perspectives__rate,0.42563049836243017
conflict_to_verification__rate,Reconciliation__rate,0.11193686245122121
conflict_to_verification__rate,verification__rate,0.3561064780300351
conflict_to_verification__rate,backtracking__rate,0.13145531440290006
conflict_to_verification__rate,subgoal__rate,-0.15358710092951008
conflict_to_verification__rate,backward_chaining__rate,0.038138637010788304
conflict_to_verification__rate,D_to_D__rate,0.15061062248894408
conflict_to_verification__rate,D_to_E__rate,0.3014636888966465
conflict_to_verification__rate,E_to_D__rate,0.31115350713576495
conflict_to_verification__rate,E_to_E__rate,0.26745804807131923
conflict_to_verification__rate,perspective_to_reconciliation__rate,0.013318441994121022
conflict_to_verification__rate,question_to_subgoal__rate,-0.052492668843773245
conflict_to_verification__rate,perspective_to_verification__rate,0.14529459110558987
conflict_to_verification__rate,conflict_to_verification__rate,1.0
conflict_to_verification__rate,conflict_to_reconciliation__rate,0.1600712028219711
conflict_to_verification__rate,verification_to_backtracking__rate,0.2388665786535524
conflict_to_verification__rate,backtracking_to_subgoal__rate,0.05230906822582204
conflict_to_verification__rate,reconciliation_to_verification__rate,0.21402042950129646
conflict_to_verification__rate,conflict_verification_backtracking__rate,0.38872541761090884
conflict_to_verification__rate,verification_backtracking_subgoal__rate,0.09014082846392085
conflict_to_verification__rate,perspective_conflict_reconciliation__rate,0.05897745236159202
conflict_to_verification__rate,conflict_reconciliation_verification__rate,0.19801359819346404
conflict_to_verification__rate,motif__question_to_subgoal__rate,-0.052492668843773245
conflict_to_verification__rate,motif__perspective_to_verification__rate,0.14529459110558993
conflict_to_verification__rate,motif__conflict_to_verification__rate,1.0
conflict_to_verification__rate,motif__conflict_to_reconciliation__rate,0.1600712028219711
conflict_to_verification__rate,motif__verification_to_backtracking__rate,0.2388665786535524
conflict_to_verification__rate,motif__backtracking_to_subgoal__rate,0.05230906822582204
conflict_to_verification__rate,motif__reconciliation_to_verification__rate,0.21402042950129646
conflict_to_verification__rate,motif__conflict_verification_backtracking__rate,0.38872541761090884
conflict_to_verification__rate,motif__verification_backtracking_subgoal__rate,0.09014082846392085
conflict_to_verification__rate,motif__perspective_conflict_reconciliation__rate,0.05897745236159202
conflict_to_verification__rate,motif__conflict_reconciliation_verification__rate,0.19801359819346404
conflict_to_reconciliation__rate,Question_and_Answering__rate,-0.014464337517874272
conflict_to_reconciliation__rate,Perspective_Shift__rate,0.13185513008921698
conflict_to_reconciliation__rate,Conflict_of_Perspectives__rate,0.4262012566905664
conflict_to_reconciliation__rate,Reconciliation__rate,0.5146632824541407
conflict_to_reconciliation__rate,verification__rate,-0.01812175019669263
conflict_to_reconciliation__rate,backtracking__rate,0.17486512028914092
conflict_to_reconciliation__rate,subgoal__rate,0.011564786685100983
conflict_to_reconciliation__rate,backward_chaining__rate,0.02727547652886429
conflict_to_reconciliation__rate,D_to_D__rate,0.2814101741825194
conflict_to_reconciliation__rate,D_to_E__rate,0.12364002440680777
conflict_to_reconciliation__rate,E_to_D__rate,0.1679941771329195
conflict_to_reconciliation__rate,E_to_E__rate,-0.010877228850385579
conflict_to_reconciliation__rate,perspective_to_reconciliation__rate,0.2193309599473461
conflict_to_reconciliation__rate,question_to_subgoal__rate,0.025782140607578014
conflict_to_reconciliation__rate,perspective_to_verification__rate,0.02208551346625394
conflict_to_reconciliation__rate,conflict_to_verification__rate,0.1600712028219711
conflict_to_reconciliation__rate,conflict_to_reconciliation__rate,1.0
conflict_to_reconciliation__rate,verification_to_backtracking__rate,0.09780457922698586
conflict_to_reconciliation__rate,backtracking_to_subgoal__rate,0.058239741814831054
conflict_to_reconciliation__rate,reconciliation_to_verification__rate,0.13398659012420924
conflict_to_reconciliation__rate,conflict_verification_backtracking__rate,0.0645497233104033
conflict_to_reconciliation__rate,verification_backtracking_subgoal__rate,0.05664543958254429
conflict_to_reconciliation__rate,perspective_conflict_reconciliation__rate,0.498593167892886
conflict_to_reconciliation__rate,conflict_reconciliation_verification__rate,0.2961231005915628
conflict_to_reconciliation__rate,motif__question_to_subgoal__rate,0.025782140607578028
conflict_to_reconciliation__rate,motif__perspective_to_verification__rate,0.022085513466253946
conflict_to_reconciliation__rate,motif__conflict_to_verification__rate,0.16007120282197107
conflict_to_reconciliation__rate,motif__conflict_to_reconciliation__rate,1.0
conflict_to_reconciliation__rate,motif__verification_to_backtracking__rate,0.09780457922698586
conflict_to_reconciliation__rate,motif__backtracking_to_subgoal__rate,0.058239741814831054
conflict_to_reconciliation__rate,motif__reconciliation_to_verification__rate,0.13398659012420924
conflict_to_reconciliation__rate,motif__conflict_verification_backtracking__rate,0.0645497233104033
conflict_to_reconciliation__rate,motif__verification_backtracking_subgoal__rate,0.05664543958254429
conflict_to_reconciliation__rate,motif__perspective_conflict_reconciliation__rate,0.498593167892886
conflict_to_reconciliation__rate,motif__conflict_reconciliation_verification__rate,0.2961231005915628
verification_to_backtracking__rate,Question_and_Answering__rate,-0.0055814132310737065
verification_to_backtracking__rate,Perspective_Shift__rate,0.18981618445766127
verification_to_backtracking__rate,Conflict_of_Perspectives__rate,0.4778407388559514
verification_to_backtracking__rate,Reconciliation__rate,0.024299349830803146
verification_to_backtracking__rate,verification__rate,0.1749779593034234
verification_to_backtracking__rate,backtracking__rate,0.6931195955619286
verification_to_backtracking__rate,subgoal__rate,-0.1686676046976784
verification_to_backtracking__rate,backward_chaining__rate,0.05401524514993277
verification_to_backtracking__rate,D_to_D__rate,0.2856055309934674
verification_to_backtracking__rate,D_to_E__rate,0.37643260668644885
verification_to_backtracking__rate,E_to_D__rate,0.4092781166390113
verification_to_backtracking__rate,E_to_E__rate,0.2389743995002459
verification_to_backtracking__rate,perspective_to_reconciliation__rate,-0.007166894391885396
verification_to_backtracking__rate,question_to_subgoal__rate,-0.04219143933704985
verification_to_backtracking__rate,perspective_to_verification__rate,0.15864292419567144
verification_to_backtracking__rate,conflict_to_verification__rate,0.2388665786535524
verification_to_backtracking__rate,conflict_to_reconciliation__rate,0.09780457922698586
verification_to_backtracking__rate,verification_to_backtracking__rate,1.0
verification_to_backtracking__rate,backtracking_to_subgoal__rate,0.3199838352692577
verification_to_backtracking__rate,reconciliation_to_verification__rate,0.09827079832792684
verification_to_backtracking__rate,conflict_verification_backtracking__rate,0.48513962472679445
verification_to_backtracking__rate,verification_backtracking_subgoal__rate,0.38699442291742053
verification_to_backtracking__rate,perspective_conflict_reconciliation__rate,0.05149505275791267
verification_to_backtracking__rate,conflict_reconciliation_verification__rate,0.09764755948017508
verification_to_backtracking__rate,motif__question_to_subgoal__rate,-0.04219143933704984
verification_to_backtracking__rate,motif__perspective_to_verification__rate,0.15864292419567144
verification_to_backtracking__rate,motif__conflict_to_verification__rate,0.23886657865355237
verification_to_backtracking__rate,motif__conflict_to_reconciliation__rate,0.09780457922698586
verification_to_backtracking__rate,motif__verification_to_backtracking__rate,1.0
verification_to_backtracking__rate,motif__backtracking_to_subgoal__rate,0.3199838352692577
verification_to_backtracking__rate,motif__reconciliation_to_verification__rate,0.09827079832792684
verification_to_backtracking__rate,motif__conflict_verification_backtracking__rate,0.48513962472679445
verification_to_backtracking__rate,motif__verification_backtracking_subgoal__rate,0.38699442291742053
verification_to_backtracking__rate,motif__perspective_conflict_reconciliation__rate,0.05149505275791267
verification_to_backtracking__rate,motif__conflict_reconciliation_verification__rate,0.09764755948017508
backtracking_to_subgoal__rate,Question_and_Answering__rate,-0.004469628283435313
backtracking_to_subgoal__rate,Perspective_Shift__rate,0.1932316196812948
backtracking_to_subgoal__rate,Conflict_of_Perspectives__rate,0.2883205269987674
backtracking_to_subgoal__rate,Reconciliation__rate,-0.011923338204366337
backtracking_to_subgoal__rate,verification__rate,0.006131607444941915
backtracking_to_subgoal__rate,backtracking__rate,0.4825074521391107
backtracking_to_subgoal__rate,subgoal__rate,0.023482979705172963
backtracking_to_subgoal__rate,backward_chaining__rate,0.002061040858846461
backtracking_to_subgoal__rate,D_to_D__rate,0.21898796537158116
backtracking_to_subgoal__rate,D_to_E__rate,0.2816817650014199
backtracking_to_subgoal__rate,E_to_D__rate,0.2578740223835522
backtracking_to_subgoal__rate,E_to_E__rate,0.15533888424123196
backtracking_to_subgoal__rate,perspective_to_reconciliation__rate,-0.004145362811448538
backtracking_to_subgoal__rate,question_to_subgoal__rate,0.03129682906213349
backtracking_to_subgoal__rate,perspective_to_verification__rate,0.08824023115820687
backtracking_to_subgoal__rate,conflict_to_verification__rate,0.05230906822582204
backtracking_to_subgoal__rate,conflict_to_reconciliation__rate,0.058239741814831054
backtracking_to_subgoal__rate,verification_to_backtracking__rate,0.3199838352692577
backtracking_to_subgoal__rate,backtracking_to_subgoal__rate,1.0
backtracking_to_subgoal__rate,reconciliation_to_verification__rate,-0.021559007921232613
backtracking_to_subgoal__rate,conflict_verification_backtracking__rate,0.13855291322708752
backtracking_to_subgoal__rate,verification_backtracking_subgoal__rate,0.481090867860584
backtracking_to_subgoal__rate,perspective_conflict_reconciliation__rate,0.04652263392489021
backtracking_to_subgoal__rate,conflict_reconciliation_verification__rate,0.014416375266365338
backtracking_to_subgoal__rate,motif__question_to_subgoal__rate,0.031296829062133484
backtracking_to_subgoal__rate,motif__perspective_to_verification__rate,0.08824023115820687
backtracking_to_subgoal__rate,motif__conflict_to_verification__rate,0.05230906822582205
backtracking_to_subgoal__rate,motif__conflict_to_reconciliation__rate,0.058239741814831054
backtracking_to_subgoal__rate,motif__verification_to_backtracking__rate,0.31998383526925767
backtracking_to_subgoal__rate,motif__backtracking_to_subgoal__rate,1.0
backtracking_to_subgoal__rate,motif__reconciliation_to_verification__rate,-0.021559007921232613
backtracking_to_subgoal__rate,motif__conflict_verification_backtracking__rate,0.13855291322708752
backtracking_to_subgoal__rate,motif__verification_backtracking_subgoal__rate,0.481090867860584
backtracking_to_subgoal__rate,motif__perspective_conflict_reconciliation__rate,0.04652263392489021
backtracking_to_subgoal__rate,motif__conflict_reconciliation_verification__rate,0.014416375266365338
reconciliation_to_verification__rate,Question_and_Answering__rate,0.1086921752717357
reconciliation_to_verification__rate,Perspective_Shift__rate,-0.059944409397367074
reconciliation_to_verification__rate,Conflict_of_Perspectives__rate,0.0809200973335618
reconciliation_to_verification__rate,Reconciliation__rate,0.3196028724208177
reconciliation_to_verification__rate,verification__rate,0.37732995375433265
reconciliation_to_verification__rate,backtracking__rate,0.028557439472201424
reconciliation_to_verification__rate,subgoal__rate,-0.1795722335777567
reconciliation_to_verification__rate,backward_chaining__rate,-0.0023332028109592636
reconciliation_to_verification__rate,D_to_D__rate,0.08014389584842711
reconciliation_to_verification__rate,D_to_E__rate,0.19443735135545143
reconciliation_to_verification__rate,E_to_D__rate,0.18493100524248932
reconciliation_to_verification__rate,E_to_E__rate,0.21295801626013344
reconciliation_to_verification__rate,perspective_to_reconciliation__rate,0.09533620234144366
reconciliation_to_verification__rate,question_to_subgoal__rate,-0.04575269862850825
reconciliation_to_verification__rate,perspective_to_verification__rate,0.09024628194546618
reconciliation_to_verification__rate,conflict_to_verification__rate,0.21402042950129646
reconciliation_to_verification__rate,conflict_to_reconciliation__rate,0.13398659012420924
reconciliation_to_verification__rate,verification_to_backtracking__rate,0.09827079832792684
reconciliation_to_verification__rate,backtracking_to_subgoal__rate,-0.021559007921232613
reconciliation_to_verification__rate,reconciliation_to_verification__rate,1.0
reconciliation_to_verification__rate,conflict_verification_backtracking__rate,0.061816727658976625
reconciliation_to_verification__rate,verification_backtracking_subgoal__rate,0.022488675699836445
reconciliation_to_verification__rate,perspective_conflict_reconciliation__rate,0.06484257383457241
reconciliation_to_verification__rate,conflict_reconciliation_verification__rate,0.5429621703314883
reconciliation_to_verification__rate,motif__question_to_subgoal__rate,-0.04575269862850826
reconciliation_to_verification__rate,motif__perspective_to_verification__rate,0.0902462819454662
reconciliation_to_verification__rate,motif__conflict_to_verification__rate,0.2140204295012965
reconciliation_to_verification__rate,motif__conflict_to_reconciliation__rate,0.13398659012420924
reconciliation_to_verification__rate,motif__verification_to_backtracking__rate,0.09827079832792686
reconciliation_to_verification__rate,motif__backtracking_to_subgoal__rate,-0.021559007921232602
reconciliation_to_verification__rate,motif__reconciliation_to_verification__rate,1.0
reconciliation_to_verification__rate,motif__conflict_verification_backtracking__rate,0.061816727658976625
reconciliation_to_verification__rate,motif__verification_backtracking_subgoal__rate,0.022488675699836445
reconciliation_to_verification__rate,motif__perspective_conflict_reconciliation__rate,0.06484257383457241
reconciliation_to_verification__rate,motif__conflict_reconciliation_verification__rate,0.5429621703314883
conflict_verification_backtracking__rate,Question_and_Answering__rate,-0.03341899521562133
conflict_verification_backtracking__rate,Perspective_Shift__rate,0.0652937084966085
conflict_verification_backtracking__rate,Conflict_of_Perspectives__rate,0.3286995071656098
conflict_verification_backtracking__rate,Reconciliation__rate,0.017310673434955102
conflict_verification_backtracking__rate,verification__rate,0.1195383530909418
conflict_verification_backtracking__rate,backtracking__rate,0.31724403347498425
conflict_verification_backtracking__rate,subgoal__rate,-0.09085979328097356
conflict_verification_backtracking__rate,backward_chaining__rate,0.023782178489659144
conflict_verification_backtracking__rate,D_to_D__rate,0.1586271474887585
conflict_verification_backtracking__rate,D_to_E__rate,0.22945661934370354
conflict_verification_backtracking__rate,E_to_D__rate,0.23166741825658677
conflict_verification_backtracking__rate,E_to_E__rate,0.16028020925453382
conflict_verification_backtracking__rate,perspective_to_reconciliation__rate,0.004126152989007013
conflict_verification_backtracking__rate,question_to_subgoal__rate,-0.028291564275259737
conflict_verification_backtracking__rate,perspective_to_verification__rate,0.09317165913427501
conflict_verification_backtracking__rate,conflict_to_verification__rate,0.38872541761090884
conflict_verification_backtracking__rate,conflict_to_reconciliation__rate,0.0645497233104033
conflict_verification_backtracking__rate,verification_to_backtracking__rate,0.48513962472679445
conflict_verification_backtracking__rate,backtracking_to_subgoal__rate,0.13855291322708752
conflict_verification_backtracking__rate,reconciliation_to_verification__rate,0.061816727658976625
conflict_verification_backtracking__rate,conflict_verification_backtracking__rate,1.0
conflict_verification_backtracking__rate,verification_backtracking_subgoal__rate,0.16813502180331247
conflict_verification_backtracking__rate,perspective_conflict_reconciliation__rate,0.026087006972230275
conflict_verification_backtracking__rate,conflict_reconciliation_verification__rate,0.06404167866797884
conflict_verification_backtracking__rate,motif__question_to_subgoal__rate,-0.02829156427525974
conflict_verification_backtracking__rate,motif__perspective_to_verification__rate,0.09317165913427504
conflict_verification_backtracking__rate,motif__conflict_to_verification__rate,0.38872541761090884
conflict_verification_backtracking__rate,motif__conflict_to_reconciliation__rate,0.0645497233104033
conflict_verification_backtracking__rate,motif__verification_to_backtracking__rate,0.48513962472679445
conflict_verification_backtracking__rate,motif__backtracking_to_subgoal__rate,0.13855291322708752
conflict_verification_backtracking__rate,motif__reconciliation_to_verification__rate,0.061816727658976625
conflict_verification_backtracking__rate,motif__conflict_verification_backtracking__rate,1.0
conflict_verification_backtracking__rate,motif__verification_backtracking_subgoal__rate,0.16813502180331247
conflict_verification_backtracking__rate,motif__perspective_conflict_reconciliation__rate,0.026087006972230275
conflict_verification_backtracking__rate,motif__conflict_reconciliation_verification__rate,0.06404167866797884
verification_backtracking_subgoal__rate,Question_and_Answering__rate,-0.02435339049075596
verification_backtracking_subgoal__rate,Perspective_Shift__rate,0.0707109811048642
verification_backtracking_subgoal__rate,Conflict_of_Perspectives__rate,0.20149042219310478
verification_backtracking_subgoal__rate,Reconciliation__rate,0.0025304771701836278
verification_backtracking_subgoal__rate,verification__rate,0.05321913147169684
verification_backtracking_subgoal__rate,backtracking__rate,0.27058894851225235
verification_backtracking_subgoal__rate,subgoal__rate,-0.01642449719965913
verification_backtracking_subgoal__rate,backward_chaining__rate,0.02203127588653632
verification_backtracking_subgoal__rate,D_to_D__rate,0.10338594934075873
verification_backtracking_subgoal__rate,D_to_E__rate,0.16915337553577725
verification_backtracking_subgoal__rate,E_to_D__rate,0.1652193252718254
verification_backtracking_subgoal__rate,E_to_E__rate,0.12895232233097134
verification_backtracking_subgoal__rate,perspective_to_reconciliation__rate,-0.01971777355708187
verification_backtracking_subgoal__rate,question_to_subgoal__rate,-0.0068530226409315755
verification_backtracking_subgoal__rate,perspective_to_verification__rate,0.048448233572868996
verification_backtracking_subgoal__rate,conflict_to_verification__rate,0.09014082846392085
verification_backtracking_subgoal__rate,conflict_to_reconciliation__rate,0.05664543958254429
verification_backtracking_subgoal__rate,verification_to_backtracking__rate,0.38699442291742053
verification_backtracking_subgoal__rate,backtracking_to_subgoal__rate,0.481090867860584
verification_backtracking_subgoal__rate,reconciliation_to_verification__rate,0.022488675699836445
verification_backtracking_subgoal__rate,conflict_verification_backtracking__rate,0.16813502180331247
verification_backtracking_subgoal__rate,verification_backtracking_subgoal__rate,1.0
verification_backtracking_subgoal__rate,perspective_conflict_reconciliation__rate,0.0411250339140043
verification_backtracking_subgoal__rate,conflict_reconciliation_verification__rate,0.027797318245051706
verification_backtracking_subgoal__rate,motif__question_to_subgoal__rate,-0.006853022640931574
verification_backtracking_subgoal__rate,motif__perspective_to_verification__rate,0.048448233572868996
verification_backtracking_subgoal__rate,motif__conflict_to_verification__rate,0.09014082846392088
verification_backtracking_subgoal__rate,motif__conflict_to_reconciliation__rate,0.05664543958254428
verification_backtracking_subgoal__rate,motif__verification_to_backtracking__rate,0.38699442291742053
verification_backtracking_subgoal__rate,motif__backtracking_to_subgoal__rate,0.481090867860584
verification_backtracking_subgoal__rate,motif__reconciliation_to_verification__rate,0.022488675699836452
verification_backtracking_subgoal__rate,motif__conflict_verification_backtracking__rate,0.16813502180331247
verification_backtracking_subgoal__rate,motif__verification_backtracking_subgoal__rate,1.0
verification_backtracking_subgoal__rate,motif__perspective_conflict_reconciliation__rate,0.0411250339140043
verification_backtracking_subgoal__rate,motif__conflict_reconciliation_verification__rate,0.027797318245051706
perspective_conflict_reconciliation__rate,Question_and_Answering__rate,0.012864751260327663
perspective_conflict_reconciliation__rate,Perspective_Shift__rate,0.18658036642335155
perspective_conflict_reconciliation__rate,Conflict_of_Perspectives__rate,0.24773918640223022
perspective_conflict_reconciliation__rate,Reconciliation__rate,0.2620812219528115
perspective_conflict_reconciliation__rate,verification__rate,-0.008968640088900224
perspective_conflict_reconciliation__rate,backtracking__rate,0.10582876836896325
perspective_conflict_reconciliation__rate,subgoal__rate,0.041638915830888835
perspective_conflict_reconciliation__rate,backward_chaining__rate,-0.020260210621029534
perspective_conflict_reconciliation__rate,D_to_D__rate,0.26458847965190224
perspective_conflict_reconciliation__rate,D_to_E__rate,0.1567000875727113
perspective_conflict_reconciliation__rate,E_to_D__rate,0.1575125055543602
perspective_conflict_reconciliation__rate,E_to_E__rate,0.007854671057407616
perspective_conflict_reconciliation__rate,perspective_to_reconciliation__rate,0.08566959014936334
perspective_conflict_reconciliation__rate,question_to_subgoal__rate,0.04152534188627094
perspective_conflict_reconciliation__rate,perspective_to_verification__rate,0.13425189666331888
perspective_conflict_reconciliation__rate,conflict_to_verification__rate,0.05897745236159202
perspective_conflict_reconciliation__rate,conflict_to_reconciliation__rate,0.498593167892886
perspective_conflict_reconciliation__rate,verification_to_backtracking__rate,0.05149505275791267
perspective_conflict_reconciliation__rate,backtracking_to_subgoal__rate,0.04652263392489021
perspective_conflict_reconciliation__rate,reconciliation_to_verification__rate,0.06484257383457241
perspective_conflict_reconciliation__rate,conflict_verification_backtracking__rate,0.026087006972230275
perspective_conflict_reconciliation__rate,verification_backtracking_subgoal__rate,0.0411250339140043
perspective_conflict_reconciliation__rate,perspective_conflict_reconciliation__rate,1.0
perspective_conflict_reconciliation__rate,conflict_reconciliation_verification__rate,0.1606691504418981
perspective_conflict_reconciliation__rate,motif__question_to_subgoal__rate,0.041525341886270946
perspective_conflict_reconciliation__rate,motif__perspective_to_verification__rate,0.1342518966633189
perspective_conflict_reconciliation__rate,motif__conflict_to_verification__rate,0.05897745236159201
perspective_conflict_reconciliation__rate,motif__conflict_to_reconciliation__rate,0.498593167892886
perspective_conflict_reconciliation__rate,motif__verification_to_backtracking__rate,0.05149505275791267
perspective_conflict_reconciliation__rate,motif__backtracking_to_subgoal__rate,0.04652263392489021
perspective_conflict_reconciliation__rate,motif__reconciliation_to_verification__rate,0.06484257383457241
perspective_conflict_reconciliation__rate,motif__conflict_verification_backtracking__rate,0.026087006972230275
perspective_conflict_reconciliation__rate,motif__verification_backtracking_subgoal__rate,0.0411250339140043
perspective_conflict_reconciliation__rate,motif__perspective_conflict_reconciliation__rate,1.0
perspective_conflict_reconciliation__rate,motif__conflict_reconciliation_verification__rate,0.1606691504418981
conflict_reconciliation_verification__rate,Question_and_Answering__rate,0.024842164291256363
conflict_reconciliation_verification__rate,Perspective_Shift__rate,0.0003250659660394683
